what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1345039528472
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1345039528619
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1345039528643
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1345039528674
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1345039529396
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1345039530245
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1345039536000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345039760735
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1345039762129
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1345039766301
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1345039766329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1345039769707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345039776353
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1345039805755
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1345039805821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345039818529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1345039818614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345039822346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345039956029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1345039966678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345039974114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345040000587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1345040000645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345040007707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345040009844
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345040010067
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,18.0.0.v201203301601-306762,"overlay.com.android.ide.eclipse.adt.overlay",1345040012039
stopped,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1345040012040
